,attendance,away_conference,away_line_scores,away_points,away_post_win_prob,away_team,conference_game,home_conference,home_line_scores,home_points,home_post_win_prob,home_team,id,neutral_site,season,season_type,start_date,venue,venue_id,week,capacity,city,country_code,dome,elevation,grass,location,name,state,year_constructed,zip,rain,max_temp,min_temp,attendance_percentage,home_team_ranked_ind,away_team_ranked_ind
159,14739.0,Mid-American,"[14, 17, 10, 7]",48,0.9965151989244211,Bowling Green,True,Mid-American,"[0, 0, 0, 0]",0,0.003484801075578862,Kent State,400787334,False,2015,regular,2015-10-24,Dix Stadium,3696.0,8,25000,Kent,US,0.0,321.3641663,0.0,"{'y': -81.31346, 'x': 41.1390935}",Dix Stadium,OH,1969.0,44242,,,,58.955999999999996,0,0
160,10379.0,Mid-American,"[6, 0, 0, 12]",18,0.5878815299528941,Buffalo,True,Mid-American,"[0, 10, 7, 0]",17,0.41211847004710583,Kent State,400787345,False,2015,regular,2015-11-05,Dix Stadium,3696.0,10,25000,Kent,US,0.0,321.3641663,0.0,"{'y': -81.31346, 'x': 41.1390935}",Dix Stadium,OH,1969.0,44242,,,,41.516,0,0
161,8742.0,Mid-American,"[17, 3, 7, 0]",27,0.9187042704454157,Central Michigan,True,Mid-American,"[0, 14, 0, 0]",14,0.08129572955458433,Kent State,400787357,False,2015,regular,2015-11-18,Dix Stadium,3696.0,12,25000,Kent,US,0.0,321.3641663,0.0,"{'y': -81.31346, 'x': 41.1390935}",Dix Stadium,OH,1969.0,44242,,,,34.967999999999996,0,0
162,13540.0,,"[0, 0, 10, 7, 3, 7, 6, 6]",39,0.628819848035859,North Carolina A&T,False,Mid-American,"[3, 7, 7, 0, 3, 7, 6, 3]",36,0.371180151964141,Kent State,400869274,False,2016,regular,2016-09-10,Dix Stadium,3696.0,2,25000,Kent,US,0.0,321.3641663,0.0,"{'y': -81.31346, 'x': 41.1390935}",Dix Stadium,OH,1969.0,44242,,,,54.16,0,0
163,14265.0,,"[0, 0, 0, 7]",7,0.001136966028155162,Monmouth,False,Mid-American,"[3, 10, 7, 7]",27,0.9988630339718448,Kent State,400869282,False,2016,regular,2016-09-17,Dix Stadium,3696.0,3,25000,Kent,US,0.0,321.3641663,0.0,"{'y': -81.31346, 'x': 41.1390935}",Dix Stadium,OH,1969.0,44242,,,,57.06,0,0
164,20167.0,Mid-American,"[3, 7, 7, 14]",31,0.7669301542339914,Akron,True,Mid-American,"[7, 10, 0, 10]",27,0.23306984576600867,Kent State,400869293,False,2016,regular,2016-10-01,Dix Stadium,3696.0,5,25000,Kent,US,0.0,321.3641663,0.0,"{'y': -81.31346, 'x': 41.1390935}",Dix Stadium,OH,1969.0,44242,,,,80.66799999999999,0,0
165,8429.0,Mid-American,"[7, 7, 0, 0]",14,0.9617117767763677,Ohio,True,Mid-American,"[0, 3, 7, 0]",10,0.038288223223632296,Kent State,400869315,False,2016,regular,2016-10-22,Dix Stadium,3696.0,8,25000,Kent,US,0.0,321.3641663,0.0,"{'y': -81.31346, 'x': 41.1390935}",Dix Stadium,OH,1969.0,44242,,,,33.716,0,0
166,4536.0,Mid-American,"[3, 10, 8, 16]",37,0.9948091402885856,Western Michigan,True,Mid-American,"[14, 0, 0, 7]",21,0.0051908597114144125,Kent State,400869326,False,2016,regular,2016-11-08,Dix Stadium,3696.0,11,25000,Kent,US,0.0,321.3641663,0.0,"{'y': -81.31346, 'x': 41.1390935}",Dix Stadium,OH,1969.0,44242,,,,18.144,0,1
167,4450.0,Mid-American,"[7, 0, 10, 14]",31,0.48828012579148705,Northern Illinois,True,Mid-American,"[0, 7, 7, 7]",21,0.511719874208513,Kent State,400869339,False,2016,regular,2016-11-25,Dix Stadium,3696.0,13,25000,Kent,US,0.0,321.3641663,0.0,"{'y': -81.31346, 'x': 41.1390935}",Dix Stadium,OH,1969.0,44242,,,,17.8,0,0
168,20312.0,,"[7, 7, 10, 7]",31,0.09612249875803658,Howard,False,Mid-American,"[14, 7, 2, 15]",38,0.9038775012419634,Kent State,400944896,False,2017,regular,2017-09-09,Dix Stadium,3696.0,2,25000,Kent,US,0.0,321.3641663,0.0,"{'y': -81.31346, 'x': 41.1390935}",Dix Stadium,OH,1969.0,44242,,,,81.248,0,0
169,12355.0,Mid-American,"[7, 13, 7, 0]",27,0.9139386503217712,Buffalo,True,Mid-American,"[0, 13, 0, 0]",13,0.08606134967822873,Kent State,400944986,False,2017,regular,2017-09-30,Dix Stadium,3696.0,5,25000,Kent,US,0.0,321.3641663,0.0,"{'y': -81.31346, 'x': 41.1390935}",Dix Stadium,OH,1969.0,44242,,,,49.419999999999995,0,0
170,20537.0,Mid-American,"[0, 14, 0, 0]",14,0.4774383491659411,Miami (OH),True,Mid-American,"[0, 3, 14, 0]",17,0.5225616508340589,Kent State,400944995,False,2017,regular,2017-10-14,Dix Stadium,3696.0,7,25000,Kent,US,0.0,321.3641663,0.0,"{'y': -81.31346, 'x': 41.1390935}",Dix Stadium,OH,1969.0,44242,,,,82.148,0,0
171,7140.0,Mid-American,"[17, 3, 14, 10]",44,0.9934324931613128,Bowling Green,True,Mid-American,"[0, 9, 0, 7]",16,0.006567506838687186,Kent State,400945008,False,2017,regular,2017-10-31,Dix Stadium,3696.0,10,25000,Kent,US,0.0,321.3641663,0.0,"{'y': -81.31346, 'x': 41.1390935}",Dix Stadium,OH,1969.0,44242,,,,28.560000000000002,0,0
172,5580.0,Mid-American,"[7, 21, 0, 14]",42,0.8263727948435655,Central Michigan,True,Mid-American,"[3, 14, 0, 6]",23,0.1736272051564345,Kent State,400945019,False,2017,regular,2017-11-14,Dix Stadium,3696.0,12,25000,Kent,US,0.0,321.3641663,0.0,"{'y': -81.31346, 'x': 41.1390935}",Dix Stadium,OH,1969.0,44242,,,,22.32,0,0
173,45273.0,,"[0, 0, 0, 0]",0,3.7304127753490235e-06,Northern Colorado,False,Pac-12,"[0, 21, 7, 13]",41,0.9999962695872247,Utah,322430254,False,2012,regular,2012-08-30,Rice-Eccles Stadium,587.0,1,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,98.83423930840264,0,0
174,45653.0,FBS Independents,"[0, 7, 0, 14]",21,0.2895548253127229,BYU,False,Pac-12,"[7, 0, 17, 0]",24,0.7104451746872771,Utah,322590254,False,2012,regular,2012-09-15,Rice-Eccles Stadium,587.0,3,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,99.66380684174908,0,1
175,46037.0,Pac-12,"[7, 17, 0, 14]",38,0.26035920669663015,USC,True,Pac-12,"[14, 7, 0, 7]",28,0.7396407933033698,Utah,322780254,False,2012,regular,2012-10-04,Rice-Eccles Stadium,587.0,6,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.5021066649202,0,1
176,45017.0,Pac-12,"[3, 3, 7, 14]",27,0.006045954058707892,California,True,Pac-12,"[14, 14, 14, 7]",49,0.9939540459412921,Utah,323010254,False,2012,regular,2012-10-27,Rice-Eccles Stadium,587.0,9,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,98.27537275962189,0,0
177,45069.0,Pac-12,"[0, 0, 0, 6]",6,0.05411534510767679,Washington State,True,Pac-12,"[14, 17, 8, 10]",49,0.9458846548923232,Utah,323080254,False,2012,regular,2012-11-03,Rice-Eccles Stadium,587.0,10,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,98.38889252734299,0,0
178,45031.0,Pac-12,"[3, 14, 0, 17]",34,0.600206780836604,Arizona,True,Pac-12,"[0, 14, 10, 0]",24,0.39979321916339605,Utah,323220254,False,2012,regular,2012-11-17,Rice-Eccles Stadium,587.0,12,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,98.30593577400833,0,0
179,45237.0,Mountain West,"[3, 14, 6, 3]",26,0.362946458437573,Utah State,False,Pac-12,"[14, 0, 10, 6]",30,0.637053541562427,Utah,332410254,False,2013,regular,2013-08-29,Rice-Eccles Stadium,587.0,1,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,98.75564869998034,0,0
180,45053.0,,"[0, 0, 7, 0]",7,0.00040595399011500444,Weber State,False,Pac-12,"[14, 35, 14, 7]",70,0.999594046009885,Utah,332500254,False,2013,regular,2013-09-07,Rice-Eccles Stadium,587.0,2,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,98.35396336804419,0,0
181,45221.0,Pac-12,"[10, 10, 14, 11, 6]",51,0.12787315401340593,Oregon State,True,Pac-12,"[0, 10, 14, 21, 3]",48,0.8721268459865941,Utah,332570254,False,2013,regular,2013-09-14,Rice-Eccles Stadium,587.0,3,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,98.72071954068156,0,0
182,45272.0,Pac-12,"[7, 14, 3, 10]",34,0.3376755144874174,UCLA,True,Pac-12,"[14, 3, 0, 10]",27,0.6623244855125826,Utah,332760254,False,2013,regular,2013-10-03,Rice-Eccles Stadium,587.0,6,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,98.83205623594648,0,1
183,45372.0,Pac-12,"[14, 0, 0, 7]",21,0.49434647374917096,Stanford,True,Pac-12,"[14, 7, 3, 3]",27,0.505653526250829,Utah,332850254,False,2013,regular,2013-10-12,Rice-Eccles Stadium,587.0,7,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,99.05036348156395,0,1
184,45183.0,Pac-12,"[7, 0, 0, 13]",20,0.4102671626796044,Arizona State,True,Pac-12,"[6, 3, 10, 0]",19,0.5897328373203956,Utah,333130254,False,2013,regular,2013-11-09,Rice-Eccles Stadium,587.0,11,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,98.63776278734692,0,1
185,45023.0,Pac-12,"[0, 0, 7, 10]",17,0.020672688126797678,Colorado,True,Pac-12,"[14, 7, 0, 3]",24,0.9793273118732023,Utah,333340254,False,2013,regular,2013-11-30,Rice-Eccles Stadium,587.0,14,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,98.28847119435893,0,0
186,45925.0,,"[7, 0, 7, 0]",14,0.00015317483583132674,Idaho State,False,Pac-12,"[14, 21, 14, 7]",56,0.9998468251641687,Utah,400548256,False,2014,regular,2014-08-28,Rice-Eccles Stadium,587.0,1,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.25760254982863,0,0
187,45864.0,Mountain West,"[0, 7, 7, 13]",27,0.0012487172442504635,Fresno State,False,Pac-12,"[17, 14, 14, 14]",59,0.9987512827557495,Utah,400548182,False,2014,regular,2014-09-06,Rice-Eccles Stadium,587.0,2,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.12443513000196,0,0
188,45859.0,Pac-12,"[0, 7, 7, 14]",28,0.9260289910854707,Washington State,True,Pac-12,"[21, 3, 0, 3]",27,0.07397100891452937,Utah,400548272,False,2014,regular,2014-09-27,Rice-Eccles Stadium,587.0,5,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.11351976772109,0,0
189,47619.0,Pac-12,"[7, 7, 0, 7]",21,0.5579221673956729,USC,True,Pac-12,"[7, 3, 7, 7]",24,0.4420778326043271,Utah,400548292,False,2014,regular,2014-10-25,Rice-Eccles Stadium,587.0,9,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,103.95572729058877,1,1
190,47528.0,Pac-12,"[0, 24, 3, 24]",51,0.9269109569565591,Oregon,True,Pac-12,"[7, 3, 10, 7]",27,0.07308904304344084,Utah,400548304,False,2014,regular,2014-11-08,Rice-Eccles Stadium,587.0,11,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,103.75706769707686,1,1
191,45824.0,Pac-12,"[7, 14, 0, 21]",42,0.995391256182839,Arizona,True,Pac-12,"[0, 7, 3, 0]",10,0.0046087438171610795,Utah,400548310,False,2014,regular,2014-11-22,Rice-Eccles Stadium,587.0,13,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.03711223175497,1,1
192,47825.0,Big Ten,"[0, 3, 7, 7]",17,0.09824754911149114,Michigan,False,Pac-12,"[3, 7, 7, 7]",24,0.9017524508885089,Utah,400756883,False,2015,regular,2015-09-03,Rice-Eccles Stadium,587.0,1,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,104.40544021656079,0,0
193,46011.0,Mountain West,"[0, 14, 0, 0]",14,0.015230918277261307,Utah State,False,Pac-12,"[7, 7, 7, 3]",24,0.9847690817227387,Utah,400787981,False,2015,regular,2015-09-11,Rice-Eccles Stadium,587.0,2,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.44534678105965,1,0
194,47798.0,Pac-12,"[7, 10, 7, 0]",24,0.3096752165041503,California,True,Pac-12,"[10, 14, 3, 3]",30,0.6903247834958497,Utah,400757048,False,2015,regular,2015-10-10,Rice-Eccles Stadium,587.0,6,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,104.34649726024408,1,1
195,46192.0,Pac-12,"[10, 0, 8, 0]",18,0.0033916648361650426,Arizona State,True,Pac-12,"[7, 7, 0, 20]",34,0.996608335163835,Utah,400757052,False,2015,regular,2015-10-17,Rice-Eccles Stadium,587.0,7,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.8404828956273,1,0
196,45853.0,Pac-12,"[0, 6, 0, 6]",12,0.007355816726245523,Oregon State,True,Pac-12,"[14, 0, 0, 13]",27,0.9926441832737545,Utah,400757065,False,2015,regular,2015-10-31,Rice-Eccles Stadium,587.0,9,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.10042133298404,1,0
197,46230.0,Pac-12,"[10, 0, 7, 0]",17,0.7940586412671982,UCLA,True,Pac-12,"[0, 6, 3, 0]",9,0.20594135873280187,Utah,400757081,False,2015,regular,2015-11-21,Rice-Eccles Stadium,587.0,12,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.92343964896196,1,0
198,45823.0,Pac-12,"[0, 7, 0, 7]",14,0.15476516336061863,Colorado,True,Pac-12,"[7, 3, 10, 0]",20,0.8452348366393814,Utah,400757089,False,2015,regular,2015-11-28,Rice-Eccles Stadium,587.0,13,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.0349291592988,0,0
199,45945.0,,"[0, 0, 0, 0]",0,0.00015440450204162737,Southern Utah,False,Pac-12,"[3, 14, 0, 7]",24,0.9998455954979584,Utah,400869091,False,2016,regular,2016-09-01,Rice-Eccles Stadium,587.0,1,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.30126399895212,0,0
200,46915.0,FBS Independents,"[6, 7, 0, 6]",19,0.39336939053271436,BYU,False,Pac-12,"[7, 7, 3, 3]",20,0.6066306094672856,Utah,400868923,False,2016,regular,2016-09-10,Rice-Eccles Stadium,587.0,2,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,102.41884428144171,0,0
201,46133.0,Pac-12,"[7, 10, 7, 3]",27,0.8106636951176756,USC,True,Pac-12,"[7, 3, 7, 14]",31,0.18933630488232447,Utah,400869118,False,2016,regular,2016-09-23,Rice-Eccles Stadium,587.0,4,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.711681620713,1,0
202,45917.0,Pac-12,"[7, 7, 0, 9]",23,0.03169573112275126,Arizona,True,Pac-12,"[3, 9, 17, 7]",36,0.9683042688772487,Utah,400869130,False,2016,regular,2016-10-08,Rice-Eccles Stadium,587.0,6,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.24013797017923,1,0
203,47801.0,Pac-12,"[7, 7, 7, 10]",31,0.9594410350267276,Washington,True,Pac-12,"[0, 10, 7, 7]",24,0.040558964973272375,Utah,400869148,False,2016,regular,2016-10-29,Rice-Eccles Stadium,587.0,9,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,104.3530464776126,1,1
204,46327.0,Pac-12,"[3, 0, 7, 20]",30,0.7890004778858212,Oregon,True,Pac-12,"[7, 0, 7, 14]",28,0.2109995221141788,Utah,400869165,False,2016,regular,2016-11-19,Rice-Eccles Stadium,587.0,12,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,101.13519767721091,1,0
205,45905.0,,"[3, 6, 0, 7]",16,0.0016057256163621858,North Dakota,False,Pac-12,"[0, 17, 10, 10]",37,0.9983942743836378,Utah,400935248,False,2017,regular,2017-08-31,Rice-Eccles Stadium,587.0,1,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.21394110070514,0,0
206,45881.0,Mountain West,"[3, 10, 0, 3]",16,7.096307707088467e-05,San José State,False,Pac-12,"[9, 21, 7, 17]",54,0.9999290369229291,Utah,400935272,False,2017,regular,2017-09-16,Rice-Eccles Stadium,587.0,3,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.16154736175693,0,0
207,45991.0,Pac-12,"[3, 10, 3, 7]",23,0.8160217263223357,Stanford,True,Pac-12,"[7, 3, 3, 7]",20,0.18397827367766426,Utah,400935291,False,2017,regular,2017-10-07,Rice-Eccles Stadium,587.0,6,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.40168533193616,1,0
208,45863.0,Pac-12,"[9, 7, 7, 7]",30,0.9946607497027353,Arizona State,True,Pac-12,"[0, 0, 3, 7]",10,0.00533925029726465,Utah,400935301,False,2017,regular,2017-10-21,Rice-Eccles Stadium,587.0,8,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.1222520575458,0,0
209,45902.0,Pac-12,"[0, 10, 0, 7]",17,0.0017029714637567528,UCLA,True,Pac-12,"[7, 10, 21, 10]",48,0.9982970285362432,Utah,400935310,False,2017,regular,2017-11-03,Rice-Eccles Stadium,587.0,10,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.20739188333661,0,0
210,46022.0,Pac-12,"[0, 0, 7, 6]",13,0.009521047059083187,Colorado,True,Pac-12,"[14, 14, 3, 3]",34,0.9904789529409168,Utah,400935329,False,2017,regular,2017-11-25,Rice-Eccles Stadium,587.0,13,45807,Salt Lake City,US,0.0,1411.543579,0.0,"{'y': -111.8488255, 'x': 40.7599724}",Rice-Eccles Stadium,UT,1998.0,84112,,,,100.46936057807758,0,0
211,23105.0,Pac-12,"[19, 16, 0, 14]",49,0.36131277706010856,UCLA,False,Conference USA,"[10, 14, 0, 0]",24,0.6386872229398914,Rice,322430242,False,2012,regular,2012-08-30,Rice Stadium,3895.0,1,47000,Houston,US,0.0,7.148301601,0.0,"{'y': -95.4093261, 'x': 29.7163297}",Rice Stadium,TX,1950.0,77251,,,,49.159574468085104,0,0
212,14204.0,Conference USA,"[14, 7, 14, 6, 7, 6]",54,0.4042901141511397,Marshall,True,Conference USA,"[7, 7, 14, 13, 7, 3]",51,0.5957098858488603,Rice,322660242,False,2012,regular,2012-09-22,Rice Stadium,3895.0,4,47000,Houston,US,0.0,7.148301601,0.0,"{'y': -95.4093261, 'x': 29.7163297}",Rice Stadium,TX,1950.0,77251,,,,30.22127659574468,0,0
213,28677.0,Western Athletic,"[0, 3, 11, 0]",14,0.10485380031847957,UT San Antonio,False,Conference USA,"[6, 7, 14, 7]",34,0.8951461996815204,Rice,322870242,False,2012,regular,2012-10-13,Rice Stadium,3895.0,7,47000,Houston,US,0.0,7.148301601,0.0,"{'y': -95.4093261, 'x': 29.7163297}",Rice Stadium,TX,1950.0,77251,,,,61.01489361702128,0,0
214,14927.0,Conference USA,"[3, 7, 7, 0]",17,0.07631309081921245,Southern Mississippi,True,Conference USA,"[7, 14, 17, 6]",44,0.9236869091807876,Rice,323010242,False,2012,regular,2012-10-27,Rice Stadium,3895.0,9,47000,Houston,US,0.0,7.148301601,0.0,"{'y': -95.4093261, 'x': 29.7163297}",Rice Stadium,TX,1950.0,77251,,,,31.759574468085106,0,0
215,20710.0,Conference USA,"[7, 0, 7, 0]",14,0.26486823862586384,SMU,True,Conference USA,"[6, 14, 3, 13]",36,0.7351317613741362,Rice,323220242,False,2012,regular,2012-11-17,Rice Stadium,3895.0,12,47000,Houston,US,0.0,7.148301601,0.0,"{'y': -95.4093261, 'x': 29.7163297}",Rice Stadium,TX,1950.0,77251,,,,44.06382978723404,0,0
216,22974.0,Big 12,"[0, 7, 7, 0]",14,0.017360241671759313,Kansas,False,Conference USA,"[7, 6, 0, 10]",23,0.9826397583282407,Rice,332570242,False,2013,regular,2013-09-14,Rice Stadium,3895.0,3,47000,Houston,US,0.0,7.148301601,0.0,"{'y': -95.4093261, 'x': 29.7163297}",Rice Stadium,TX,1950.0,77251,,,,48.88085106382979,0,0
217,14380.0,Conference USA,"[7, 0, 0, 7]",14,0.749398219428274,Florida Atlantic,True,Conference USA,"[3, 3, 0, 12]",18,0.25060178057172594,Rice,332710242,False,2013,regular,2013-09-28,Rice Stadium,3895.0,5,47000,Houston,US,0.0,7.148301601,0.0,"{'y': -95.4093261, 'x': 29.7163297}",Rice Stadium,TX,1950.0,77251,,,,30.595744680851062,0,0
218,15355.0,Conference USA,"[0, 7, 0, 0]",7,0.2012585492068225,UTEP,True,Conference USA,"[3, 21, 7, 14]",45,0.7987414507931775,Rice,332990242,False,2013,regular,2013-10-26,Rice Stadium,3895.0,9,47000,Houston,US,0.0,7.148301601,0.0,"{'y': -95.4093261, 'x': 29.7163297}",Rice Stadium,TX,1950.0,77251,,,,32.670212765957444,0,0
219,19707.0,Conference USA,"[0, 0, 7, 7]",14,0.06663974033189268,Louisiana Tech,True,Conference USA,"[14, 10, 7, 21]",52,0.9333602596681073,Rice,333200242,False,2013,regular,2013-11-16,Rice Stadium,3895.0,12,47000,Houston,US,0.0,7.148301601,0.0,"{'y': -95.4093261, 'x': 29.7163297}",Rice Stadium,TX,1950.0,77251,,,,41.92978723404256,0,0
220,20048.0,Conference USA,"[3, 0, 7, 3]",13,0.0836784083552603,Tulane,True,Conference USA,"[7, 10, 0, 0]",17,0.9163215916447397,Rice,333340242,False,2013,regular,2013-11-30,Rice Stadium,3895.0,14,47000,Houston,US,0.0,7.148301601,0.0,"{'y': -95.4093261, 'x': 29.7163297}",Rice Stadium,TX,1950.0,77251,,,,42.65531914893617,0,0
221,20247.0,Conference USA,"[0, 10, 0, 14]",24,0.15586230651003508,Marshall,True,Conference USA,"[14, 7, 13, 7]",41,0.8441376934899649,Rice,333410242,False,2013,regular,2013-12-07,Rice Stadium,3895.0,15,47000,Houston,US,0.0,7.148301601,0.0,"{'y': -95.4093261, 'x': 29.7163297}",Rice Stadium,TX,1950.0,77251,,,,43.07872340425532,0,0
222,17558.0,Conference USA,"[14, 14, 7, 10]",45,0.8663819550217152,Old Dominion,True,Conference USA,"[7, 7, 14, 14]",42,0.13361804497828478,Rice,400548031,False,2014,regular,2014-09-20,Rice Stadium,3895.0,4,47000,Houston,US,0.0,7.148301601,0.0,"{'y': -95.4093261, 'x': 29.7163297}",Rice Stadium,TX,1950.0,77251,,,,37.35744680851064,0,0
223,17465.0,Mountain West,"[7, 0, 7, 0]",14,0.004281954504523511,Hawai'i,False,Conference USA,"[0, 7, 7, 14]",28,0.9957180454954765,Rice,400548208,False,2014,regular,2014-10-04,Rice Stadium,3895.0,6,47000,Houston,US,0.0,7.148301601,0.0,"{'y': -95.4093261, 'x': 29.7163297}",Rice Stadium,TX,1950.0,77251,,,,37.159574468085104,0,0
224,18430.0,Conference USA,"[14, 7, 0, 0]",21,0.0003790821823812518,North Texas,True,Conference USA,"[14, 0, 10, 17]",41,0.9996209178176187,Rice,400548057,False,2014,regular,2014-10-25,Rice Stadium,3895.0,9,47000,Houston,US,0.0,7.148301601,0.0,"{'y': -95.4093261, 'x': 29.7163297}",Rice Stadium,TX,1950.0,77251,,,,39.21276595744681,0,0
225,19464.0,Conference USA,"[0, 0, 0, 7]",7,0.009765129528363503,UT San Antonio,True,Conference USA,"[7, 3, 7, 0]",17,0.9902348704716365,Rice,400548071,False,2014,regular,2014-11-08,Rice Stadium,3895.0,11,47000,Houston,US,0.0,7.148301601,0.0,"{'y': -95.4093261, 'x': 29.7163297}",Rice Stadium,TX,1950.0,77251,,,,41.41276595744681,0,0
226,18164.0,Conference USA,"[0, 3, 10, 0]",13,0.001102018680409378,UTEP,True,Conference USA,"[0, 10, 14, 7]",31,0.9988979813195906,Rice,400548078,False,2014,regular,2014-11-21,Rice Stadium,3895.0,13,47000,Houston,US,0.0,7.148301601,0.0,"{'y': -95.4093261, 'x': 29.7163297}",Rice Stadium,TX,1950.0,77251,,,,38.646808510638294,0,0
