,country,article_name,revision_id,article_quality,population
0,Chad,Bir I of Kanem,355319463.0,Stub,15.4
1,Chad,Abdullah II of Kanem,498683267.0,Stub,15.4
2,Chad,Salmama II of Kanem,565745353.0,Stub,15.4
3,Chad,Kuri I of Kanem,565745365.0,Stub,15.4
4,Chad,Mohammed I of Kanem,565745375.0,Stub,15.4
5,Chad,Kuri II of Kanem,669719757.0,Stub,15.4
6,Chad,Bir II of Kanem,670893206.0,Stub,15.4
7,Chad,Mahamat Hissene,693055898.0,Stub,15.4
8,Chad,Othman I,705432607.0,Stub,15.4
9,Chad,Alphonse Kotiga,707593108.0,Stub,15.4
10,Chad,Oueddei Kichidemi,708346649.0,Start,15.4
11,Chad,Dunama I,710675092.0,Stub,15.4
12,Chad,Ahmad (Kanem-Bornu king),711388267.0,Stub,15.4
13,Chad,Djibrine Kerallah,712971263.0,Stub,15.4
14,Chad,Maurice Ngangtar,712971315.0,Stub,15.4
15,Chad,Idriss Miskine,712971738.0,Stub,15.4
16,Chad,Laoukein Kourayo Médard,716886170.0,Stub,15.4
17,Chad,Nadji Madou,716886788.0,Stub,15.4
18,Chad,Noël Milarew Odingar,716891799.0,Start,15.4
19,Chad,Yaya Dillo Djérou,717733209.0,Stub,15.4
20,Chad,Acheikh Ibn-Oumar,719821590.0,Start,15.4
21,Chad,Quatre Sou Quatre,720066754.0,Stub,15.4
22,Chad,Ali Gazi,722563340.0,Stub,15.4
23,Chad,Mahamat Djarma Khatir,725132042.0,Stub,15.4
24,Chad,Dunama IX Lefiami,731749611.0,Stub,15.4
25,Chad,Dawud of Kanem,736550266.0,Stub,15.4
26,Chad,Ahmed Koulamallah,738855197.0,Start,15.4
27,Chad,Abbo Nassour,741369486.0,C,15.4
28,Chad,Abdel Kader Baba-Laddé,742213176.0,Stub,15.4
29,Chad,Hummay,747271475.0,Stub,15.4
30,Chad,Ngarlejy Yorongar,751304544.0,C,15.4
31,Chad,Saleh Kezabo,751380073.0,Stub,15.4
32,Chad,Bourkou Louise Kabo,757072468.0,Start,15.4
33,Chad,Brahim Koulamallah,757802238.0,Stub,15.4
34,Chad,Saadie Goukouni Weddeye,757842614.0,Start,15.4
35,Chad,Mahamoud Adam Béchir,762579466.0,Start,15.4
36,Chad,Kalthouma Nguembang,762816132.0,Stub,15.4
37,Chad,Djidingar Dono Ngardoum,764133533.0,Stub,15.4
38,Chad,Youssouf Saleh Abbas,771052289.0,B,15.4
39,Chad,Koibla Djimasta,774223245.0,Start,15.4
40,Chad,Nassour Guelendouksia Ouaido,774223248.0,C,15.4
41,Chad,Joseph Brahim Seid,777478442.0,Stub,15.4
42,Chad,Joseph Yodoyman,777550078.0,Start,15.4
43,Chad,Antoine Bangui,782638002.0,Start,15.4
44,Chad,Ibrahim IV of Bornu,785614014.0,Stub,15.4
45,Chad,Hadjé Halimé,786449636.0,C,15.4
46,Chad,Youssouf Togoïmi,787390241.0,Start,15.4
47,Chad,Adoum Younousmi,787719236.0,Start,15.4
48,Chad,François Tombalbaye,787738541.0,C,15.4
49,Chad,Ahmat Hassaballah Soubiane,787910771.0,Stub,15.4
50,Chad,Ahmad Allam-Mi,787921293.0,Start,15.4
51,Chad,Laotegguelnodji Koumtog,788009613.0,Stub,15.4
52,Chad,Mahamat Ali Adoum,788014671.0,Start,15.4
53,Chad,Mahamat Saleh Annadif,788658822.0,Start,15.4
54,Chad,Mohamed Bechir-Sow,788827248.0,Stub,15.4
55,Chad,Gontchomé Sahoulba,788828388.0,Start,15.4
56,Chad,Gabriel Lisette,788828519.0,Start,15.4
57,Chad,Ali II of Bornu,788999424.0,Stub,15.4
58,Chad,Arabi El Goni,789126126.0,Stub,15.4
59,Chad,Dunama Dabbalemi,789935196.0,Start,15.4
60,Chad,Idris Alooma,792734868.0,Start,15.4
61,Chad,Mahamat Nouri,792954115.0,FA,15.4
62,Chad,Idriss Ndele Moussa,796654025.0,Start,15.4
63,Chad,Mbaydoum Simeon,796690873.0,Stub,15.4
64,Chad,Ngarindo Milengar,796700718.0,Stub,15.4
65,Chad,List of Prime Ministers of Chad,797747674.0,Start,15.4
66,Chad,Idriss Déby,798286150.0,C,15.4
67,Chad,Saleh Kebzabo,798626040.0,C,15.4
68,Chad,Moussa Faki,799043301.0,C,15.4
69,Chad,Kalzeubet Pahimi Deubet,799413193.0,Stub,15.4
70,Chad,Haroun Kabadi,799447895.0,Start,15.4
71,Chad,Nagoum Yamassoum,799447995.0,Start,15.4
72,Chad,Outel Bono,799448338.0,Start,15.4
73,Chad,Ahmat Acyl,799902492.0,C,15.4
74,Chad,Djimrangar Dadnadji,800133552.0,Start,15.4
75,Chad,Delwa Kassiré Koumakoye,801029539.0,C,15.4
76,Chad,Fidèle Moungar,801192255.0,C,15.4
77,Chad,Jean Alingué Bawoyeu,801192303.0,B,15.4
78,Chad,Emmanuel Nadingar,801573576.0,C,15.4
79,Chad,Roger Djikisna,801583221.0,Stub,15.4
80,Chad,Firmin Djidingar,801583260.0,Stub,15.4
81,Chad,Idris I of Kanem,802874918.0,Stub,15.4
82,Chad,Vice President of Chad,803166509.0,Stub,15.4
83,Chad,Hissène Habré,803166806.0,GA,15.4
84,Chad,Negue Djogo,803166989.0,Start,15.4
85,Chad,Wadel Abdelkader Kamougué,803167152.0,C,15.4
86,Chad,Félix Malloum,803167336.0,Start,15.4
87,Chad,Lol Mahamat Choua,803167424.0,C,15.4
88,Chad,Goukouni Oueddei,803167990.0,C,15.4
89,Chad,Albert Pahimi Padacké,803433107.0,C,15.4
90,Chad,List of heads of state of Chad,803812011.0,Start,15.4
91,Chad,Elise Loum,804773540.0,Start,15.4
92,Chad,Agnes Allafi,805493169.0,Start,15.4
93,Chad,Christine Georges Diguibaye,806337653.0,Stub,15.4
94,Chad,Pascal Yoadimnadji,806508985.0,Start,15.4
95,Chad,Aissa Koli,806616268.0,Start,15.4
96,Chad,Omar I of Kanem,807425129.0,Start,15.4
276,Cambodia,Yos Por,393822005.0,Stub,16
277,Cambodia,Than Sina,671073599.0,Stub,16
278,Cambodia,Ieu Pannakar,712085445.0,Stub,16
279,Cambodia,Taing Sunlay,713507166.0,Stub,16
280,Cambodia,Dul Koeun,714524609.0,Stub,16
281,Cambodia,Ly Kim Leang,714524624.0,Stub,16
282,Cambodia,Chhor Leang Huot,714524714.0,Stub,16
283,Cambodia,Thak Lany,714524870.0,Stub,16
284,Cambodia,Sok San,714525029.0,Stub,16
285,Cambodia,Tep Ngorn,714528164.0,Stub,16
286,Cambodia,Chan Cheng,714528251.0,Stub,16
287,Cambodia,Nhim Vanda,714528803.0,Stub,16
288,Cambodia,Pen Panha,714528886.0,Stub,16
289,Cambodia,Sieng Nam,714529109.0,Stub,16
290,Cambodia,So Khun,714529370.0,Stub,16
291,Cambodia,Nou Sam,714529507.0,Stub,16
292,Cambodia,Rath Sarem,716812326.0,Stub,16
293,Cambodia,Kong Vibol,726543264.0,Stub,16
294,Cambodia,Monh Saphan,726543284.0,Stub,16
295,Cambodia,Uk Rabun,726543336.0,Stub,16
296,Cambodia,Ay Khorn,726543872.0,Stub,16
297,Cambodia,Oung Ouen,726688556.0,Stub,16
298,Cambodia,List of Deputy Prime Ministers of Cambodia,730617957.0,Stub,16
299,Cambodia,Cambodian People's Party–FUNCINPEC coalition agreement,732331264.0,Stub,16
300,Cambodia,Chuop Hell,735512767.0,Stub,16
301,Cambodia,Kong Korm,736093077.0,Stub,16
302,Cambodia,Chan Nak,736538934.0,Stub,16
303,Cambodia,Huy Kanthoul,736539294.0,Stub,16
304,Cambodia,Vorn Vet,736715950.0,Stub,16
305,Cambodia,Yat Hwaidi,737025619.0,Stub,16
306,Cambodia,Khim Tit,737804996.0,Stub,16
307,Cambodia,Son Chhay,738180794.0,Start,16
308,Cambodia,Kep Chuktema,738478052.0,Start,16
309,Cambodia,Nuth Rumduol,738512371.0,Stub,16
310,Cambodia,Khieu Thavika,738804016.0,Stub,16
311,Cambodia,Norodom Phurissara,738987957.0,Start,16
312,Cambodia,Daran Kravanh,738989624.0,Stub,16
313,Cambodia,Sisowath Monireth,738992094.0,Start,16
314,Cambodia,Sisowath Youtevong,738992441.0,Start,16
315,Cambodia,Ou Chanrith,739217591.0,Stub,16
316,Cambodia,Yem Ponhearith,741680078.0,Stub,16
317,Cambodia,Chrea Sochenda,741923960.0,Stub,16
318,Cambodia,Vong Kan,742006559.0,Stub,16
319,Cambodia,Yos Son,742067282.0,Stub,16
320,Cambodia,Hun Many,744291790.0,Stub,16
321,Cambodia,Chhean Vam,747052284.0,Stub,16
322,Cambodia,Oum Chheang Sun,747052769.0,Stub,16
323,Cambodia,Norodom Kantol,747053219.0,Stub,16
324,Cambodia,Khieu Rada,747555899.0,Start,16
325,Cambodia,Ieu Koeus,747628491.0,Stub,16
326,Cambodia,Cheng Heng,747784875.0,Start,16
327,Cambodia,Mok Mareth,747945224.0,Start,16
328,Cambodia,Kieng Vang,748137241.0,Stub,16
329,Cambodia,Sisowath Watchayavong,748488170.0,Stub,16
330,Cambodia,Sokhom So,749156496.0,Stub,16
331,Cambodia,Min Sean,749304614.0,Stub,16
332,Cambodia,Y Chhean,749338398.0,Stub,16
333,Cambodia,Poa Bun Sreu,749357713.0,Stub,16
334,Cambodia,Toan Vanthara,749387326.0,Stub,16
335,Cambodia,Sok Soty,749388858.0,Stub,16
336,Cambodia,Pal Sam Oeun,749396845.0,Stub,16
337,Cambodia,Ngor Sovann,749470256.0,Stub,16
338,Cambodia,Kea Sahorn,749510551.0,Stub,16
339,Cambodia,Suos Kanan,749517390.0,Stub,16
340,Cambodia,Im Chhun Lim,749537624.0,Stub,16
341,Cambodia,Tram Iv Teuk,749537772.0,Stub,16
342,Cambodia,Hem Khorn,749561164.0,Stub,16
343,Cambodia,Um Nhanh,749569686.0,Stub,16
344,Cambodia,Poa Try,749570183.0,Stub,16
345,Cambodia,Yim Chhaily,749683882.0,Stub,16
346,Cambodia,Ith Prang,749704384.0,Stub,16
347,Cambodia,Try Chheang Huot,749710492.0,Stub,16
348,Cambodia,Suk Sam Eng,749945690.0,Stub,16
349,Cambodia,Nim Thot,749967879.0,Stub,16
350,Cambodia,Ngin Khorn,749970189.0,Stub,16
351,Cambodia,Sorn Inthor,749977252.0,Stub,16
352,Cambodia,You Hockry,750055098.0,Stub,16
353,Cambodia,Samrith Pech,750074445.0,Stub,16
354,Cambodia,Un Neung,750077042.0,Stub,16
355,Cambodia,Bou Thang,750179637.0,Stub,16
356,Cambodia,Peter Khoy Saukam,751227068.0,Start,16
357,Cambodia,Tuot Saron,752967379.0,Start,16
358,Cambodia,Phoeurng Sackona,752979708.0,Stub,16
359,Cambodia,Nhek Bun Chhay,753086260.0,Stub,16
360,Cambodia,Cheam Yeab,753684881.0,Stub,16
361,Cambodia,Chea Poch,753689952.0,Stub,16
362,Cambodia,Chin Bun Sean,753692176.0,Stub,16
363,Cambodia,Chhim Siek Leng,753695057.0,Stub,16
364,Cambodia,Chea Soth,753711610.0,Stub,16
365,Cambodia,Ke Pauk,754318281.0,Stub,16
366,Cambodia,Kong Sam Ol,754944744.0,Stub,16
367,Cambodia,Pho Proeung,755504987.0,Stub,16
368,Cambodia,San Yun,756129985.0,Stub,16
369,Cambodia,Tiv Ol,756722795.0,Start,16
370,Cambodia,Son Ngoc Thanh,758665997.0,C,16
371,Cambodia,Monovithya Kem,759510662.0,Stub,16
372,Cambodia,Mom Chim Huy,761412104.0,Stub,16
373,Cambodia,Norodom Norindeth,761941416.0,Start,16
374,Cambodia,Hem Heng,763098565.0,Start,16
375,Cambodia,Chum Bunrong,763098588.0,Stub,16
376,Cambodia,Duong Vanna,763316692.0,Stub,16
377,Cambodia,Chhay Tan,763968613.0,Stub,16
378,Cambodia,Keat Chhon,765244120.0,Stub,16
379,Cambodia,Ang Vong Vathana,765375452.0,Stub,16
380,Cambodia,Keo Remy,766576352.0,Stub,16
381,Cambodia,Sun Chanthol,766834612.0,Start,16
382,Cambodia,Khieu Kanharith,766836319.0,Stub,16
383,Cambodia,Chay Saing Yun,767217618.0,Stub,16
384,Cambodia,Ek Sam Ol,767218020.0,Stub,16
385,Cambodia,Ouk Rabun,767867369.0,Stub,16
386,Cambodia,Hun Phoeung,768488633.0,Stub,16
387,Cambodia,Nguon Nhel,769381746.0,Stub,16
388,Cambodia,Khuon Sodary,769381831.0,Stub,16
389,Cambodia,Sok Pheng,769447485.0,Stub,16
390,Cambodia,Say Chhum,769929584.0,Stub,16
391,Cambodia,Im Sothy,771408501.0,Stub,16
392,Cambodia,Eng Chhai Eang,773103096.0,Stub,16
393,Cambodia,Heng Pov,773157273.0,Start,16
394,Cambodia,Him Chhem,773455924.0,Stub,16
395,Cambodia,Ho Non,773694865.0,Stub,16
396,Cambodia,Ho Vann,773695304.0,Stub,16
397,Cambodia,Hul Savorn,774100291.0,Stub,16
398,Cambodia,Pol Hom,776153762.0,Stub,16
399,Cambodia,Thong Khon,777665222.0,Stub,16
400,Cambodia,Hor Namhong,777765537.0,C,16
401,Cambodia,Keo Saphal (Siem Reap politician),778675539.0,Stub,16
402,Cambodia,Keo Saphal (Takeo politician),778675542.0,Stub,16
403,Cambodia,Khek Vandy,778806364.0,Stub,16
404,Cambodia,Khun Haing,778825745.0,Stub,16
405,Cambodia,Khy Taing Lim,778830534.0,Stub,16
406,Cambodia,Kimsour Phirith,778947267.0,Stub,16
407,Cambodia,Kuoch Ky,779440080.0,Stub,16
408,Cambodia,Kuoy Bunroeun,779441002.0,Stub,16
409,Cambodia,Chou Bun Eng,779541149.0,Start,16
410,Cambodia,Ke Sovannaroth,779541334.0,Stub,16
411,Cambodia,Norodom Rattana Devi,779541359.0,Stub,16
412,Cambodia,Norodom Vichara,779541415.0,Stub,16
413,Cambodia,Nin Saphon,779541481.0,Stub,16
414,Cambodia,Tioulong Saumura,779541578.0,Start,16
415,Cambodia,Som Kimsuor,779541650.0,Stub,16
416,Cambodia,Suy Sem,780608915.0,Stub,16
417,Cambodia,Sourn Serey Ratha,780691538.0,Stub,16
418,Cambodia,Ly Son,782622853.0,Stub,16
419,Cambodia,Ly Thuch,782622857.0,Stub,16
420,Cambodia,List of heads of state of Cambodia,782894395.0,C,16
421,Cambodia,Son Sann,783107330.0,C,16
422,Cambodia,Mam Bun Neang,783142781.0,Stub,16
423,Cambodia,Chan Sarun,783239117.0,Stub,16
424,Cambodia,Mao Monyvann,783294124.0,Stub,16
425,Cambodia,Men Sam An,784442393.0,Stub,16
426,Cambodia,Mey Norn,784629286.0,Stub,16
427,Cambodia,Sok An,784962640.0,C,16
428,Cambodia,Yem Sambaur,786198076.0,Start,16
429,Cambodia,Yim Sovann,786409843.0,C,16
430,Cambodia,Ek Yi Oun,786826707.0,Stub,16
431,Cambodia,Lu Laysreng,787016670.0,Stub,16
432,Cambodia,Math Ly,787260537.0,Stub,16
433,Cambodia,Chem Widhya,787978108.0,Start,16
434,Cambodia,Pa Socheatvong,788070748.0,Stub,16
435,Cambodia,Governor of Phnom Penh,788070776.0,Stub,16
436,Cambodia,Son Sen,788368060.0,C,16
437,Cambodia,Pen Sovan,788398926.0,Start,16
438,Cambodia,Sak Sutsakhan,788540352.0,C,16
439,Cambodia,Amath Yashya,788758065.0,Stub,16
440,Cambodia,Tong Siv Eng,788799479.0,Stub,16
441,Cambodia,Norodom Chakrapong,788905950.0,GA,16
442,Cambodia,Prak Sokhon,790023943.0,Start,16
443,Cambodia,Khieu Samphan,792012094.0,C,16
444,Cambodia,Sisowath Sirik Matak,792274582.0,C,16
445,Cambodia,Sam Sary,792556486.0,Start,16
446,Cambodia,Tou Samouth,792731504.0,Start,16
447,Cambodia,Yun Yat,793218721.0,Stub,16
448,Cambodia,Khieu Ponnary,793723115.0,Start,16
449,Cambodia,Cham Prasidh,793746447.0,Start,16
450,Cambodia,Ung Huot,794239262.0,Start,16
451,Cambodia,Veng Sereyvuth,794714434.0,Stub,16
452,Cambodia,Ieng Mouly,795214039.0,Stub,16
453,Cambodia,Pou Sothirak,796696955.0,Stub,16
454,Cambodia,Chea Sim,797224256.0,C,16
455,Cambodia,Hu Nim,797444265.0,C,16
456,Cambodia,Sim Var,797618265.0,Start,16
457,Cambodia,Bin Chhin,797673057.0,Stub,16
458,Cambodia,Sim Ka,798039997.0,Stub,16
459,Cambodia,Hou Yuon,798241496.0,C,16
460,Cambodia,Phiset Phanit,799124051.0,Stub,16
461,Cambodia,Norodom Sihanouk,799302232.0,FA,16
462,Cambodia,Pao Ham Phan,799453681.0,Stub,16
463,Cambodia,Heng Samrin,799719505.0,Start,16
464,Cambodia,Kang Kek Iew,799772448.0,C,16
465,Cambodia,Leng Ngeth,800087187.0,Stub,16
466,Cambodia,Spouse of the Prime Minister of Cambodia,800348414.0,Stub,16
467,Cambodia,Nhiek Tioulong,801079233.0,Start,16
468,Cambodia,Keo Puth Rasmey,801523347.0,Stub,16
469,Cambodia,Khem Veasna,802456666.0,C,16
470,Cambodia,Tea Banh,802643748.0,Start,16
471,Cambodia,Ieng Sary,802839704.0,C,16
472,Cambodia,Son Ngoc Minh,803084525.0,Start,16
473,Cambodia,List of monarchs of Cambodia,803230439.0,C,16
474,Cambodia,Ran Serey Leakhena,803481048.0,Stub,16
475,Cambodia,Lon Non,803936929.0,C,16
476,Cambodia,Lon Nil,803936986.0,Start,16
477,Cambodia,Mu Sochua,804631223.0,C,16
478,Cambodia,Penn Nouth,804717865.0,Start,16
479,Cambodia,Hang Chuon Naron,804785628.0,Start,16
480,Cambodia,Hong Sun Huot,805459200.0,Stub,16
481,Cambodia,Sam Rainsy,805740662.0,C,16
482,Cambodia,Nuon Chea,805876135.0,GA,16
483,Cambodia,Kao Kim Hourn,805905770.0,B,16
484,Cambodia,Ieng Thirith,806833311.0,C,16
485,Cambodia,Chau Sen Cocsal Chhum,806931313.0,C,16
486,Cambodia,Sar Kheng,806997998.0,C,16
487,Cambodia,Aun Pornmoniroth,807003284.0,Start,16
488,Cambodia,Lon Nol,807025761.0,GA,16
740,Canada,Robert Douglas Cook,401577829.0,Stub,37.2
741,Canada,List of Canadian incumbents by year,477962574.0,Stub,37.2
742,Canada,List of 2009 Canadian incumbents,632008524.0,Start,37.2
743,Canada,Rossy Barbour,653527941.0,Stub,37.2
744,Canada,Les Scheininger,667821864.0,C,37.2
745,Canada,Patrick Canning,667873261.0,Start,37.2
746,Canada,Gerald Hill (politician),670917017.0,Stub,37.2
747,Canada,John R. O'Dea,670971940.0,Stub,37.2
748,Canada,Samuel J. Hefferton,671122320.0,Start,37.2
749,Canada,Alexander Dunphy,676610041.0,Stub,37.2
750,Canada,Gordon Dawe,676612108.0,Stub,37.2
751,Canada,Paul Thoms,676732644.0,Stub,37.2
752,Canada,Frederick B. Rowe,676734572.0,Stub,37.2
753,Canada,Allan Evans (politician),676782180.0,Stub,37.2
754,Canada,Luke Woodrow,676947124.0,Stub,37.2
755,Canada,William G. Patterson,677094551.0,Stub,37.2
756,Canada,Freeman White (politician),677724847.0,Stub,37.2
757,Canada,William J. MacNeil,677769770.0,Stub,37.2
758,Canada,John Collins (Canadian politician),679623758.0,Stub,37.2
759,Canada,Barry Hynes,680618797.0,Stub,37.2
760,Canada,Brendan Howard,684050793.0,Stub,37.2
761,Canada,Wilson Callan,684903534.0,Stub,37.2
762,Canada,Rod Moores,684903869.0,Stub,37.2
763,Canada,List of 2010 Canadian incumbents,688697227.0,Start,37.2
764,Canada,Harold Collins (Canadian politician),690205437.0,Stub,37.2
765,Canada,Speaker of the Legislative Assembly of the Province of Canada,691747234.0,Stub,37.2
766,Canada,"Rhinoceros Party of Canada candidates, 1980 Canadian federal election",698077739.0,Stub,37.2
767,Canada,David John Rankin,703226576.0,Stub,37.2
768,Canada,Robert Melville Smith,704136762.0,Stub,37.2
769,Canada,Myra Freeman,704516768.0,Start,37.2
770,Canada,Evelyn Shannon,705247791.0,Stub,37.2
771,Canada,George Little (Manitoba politician),705386024.0,Stub,37.2
772,Canada,Michael Rojeski,705436088.0,Stub,37.2
773,Canada,Gudmundur Fjelsted,705539849.0,Stub,37.2
774,Canada,Samuel Fletcher,705547266.0,Stub,37.2
775,Canada,John Crane (Canadian politician),706430270.0,Stub,37.2
776,Canada,Milton Peach,706597779.0,Stub,37.2
777,Canada,Claude Sheppard,706758502.0,Stub,37.2
778,Canada,Don Hollett,706934829.0,Stub,37.2
779,Canada,Art Reid,706942745.0,Stub,37.2
780,Canada,David Secord,707172907.0,Stub,37.2
781,Canada,Wally Firth,707297623.0,Stub,37.2
782,Canada,William R. Smallwood,707632311.0,Stub,37.2
783,Canada,C. Maxwell Lane,707684781.0,Stub,37.2
784,Canada,Charles Poulin,708179175.0,Stub,37.2
785,Canada,Pierre-Luc Paquette,708813010.0,Stub,37.2
786,Canada,Francis Badgley (merchant),708885126.0,Stub,37.2
787,Canada,Michel Sikyea,708967094.0,Start,37.2
788,Canada,List of 2003 Canadian incumbents,709329316.0,Start,37.2
789,Canada,List of 2004 Canadian incumbents,709329425.0,Start,37.2
790,Canada,List of 2002 Canadian incumbents,709407679.0,Start,37.2
791,Canada,List of 2001 Canadian incumbents,709407789.0,Start,37.2
792,Canada,List of 2000 Canadian incumbents,709408821.0,Start,37.2
793,Canada,List of 1999 Canadian incumbents,709408830.0,Start,37.2
794,Canada,List of 1998 Canadian incumbents,709408965.0,Start,37.2
795,Canada,Sonnee Cohen,709455764.0,Start,37.2
796,Canada,List of 1997 Canadian incumbents,709491780.0,Start,37.2
797,Canada,List of 1996 Canadian incumbents,709492005.0,Start,37.2
798,Canada,List of 1995 Canadian incumbents,709492007.0,Start,37.2
799,Canada,List of 1994 Canadian incumbents,709492025.0,Start,37.2
800,Canada,List of 1992 Canadian incumbents,709492105.0,Start,37.2
801,Canada,List of 1991 Canadian incumbents,709492467.0,Start,37.2
802,Canada,List of 1990 Canadian incumbents,709492558.0,Start,37.2
803,Canada,List of 2005 Canadian incumbents,709519440.0,Start,37.2
804,Canada,Cyril Keeper,710575028.0,C,37.2
805,Canada,Adam Aptowitzer,710619647.0,Stub,37.2
806,Canada,Yvon Picotte,710753764.0,Start,37.2
807,Canada,James Atebe,711104781.0,Stub,37.2
808,Canada,List of 2007 Canadian incumbents,711603471.0,Start,37.2
809,Canada,Thomas Barnaby,712417981.0,Stub,37.2
810,Canada,Mark Evaloarjuk,712579431.0,Start,37.2
811,Canada,Jacques Bizard,712601441.0,Stub,37.2
812,Canada,Lawrence Martin (musician),712973728.0,C,37.2
813,Canada,Denis Viger,713249389.0,Stub,37.2
814,Canada,Aidan Maloney,713981300.0,Stub,37.2
815,Canada,Grafton Njootli,714172218.0,Stub,37.2
816,Canada,William Albert Boucher,714722019.0,Start,37.2
817,Canada,Marvin Gelber,715055224.0,Stub,37.2
818,Canada,Robert Robertson (politician),715359989.0,Stub,37.2
819,Canada,James H. Stuart,715457941.0,Stub,37.2
820,Canada,Maxime Lépine,716489196.0,Stub,37.2
821,Canada,Ambroise-Dydime Lépine,716690197.0,Stub,37.2
822,Canada,W. Garfield Case,716908156.0,C,37.2
823,Canada,Guy Williams (politician),716924009.0,Stub,37.2
824,Canada,May Birchard,716960979.0,Start,37.2
825,Canada,William Todd (1803–1873),717061600.0,Stub,37.2
826,Canada,Albert Planta,717154850.0,Stub,37.2
827,Canada,Jacques Viger (Member of the Assembly),717397656.0,Stub,37.2
828,Canada,Alexander Kennedy Isbister,717547859.0,Stub,37.2
829,Canada,Stuart Lyon Smith,717897492.0,Start,37.2
830,Canada,Michel Bénard,718265809.0,Stub,37.2
831,Canada,Maurice Laframboise,718852428.0,Start,37.2
832,Canada,James Isbister,719597828.0,Start,37.2
833,Canada,Jean-Charles Chapais,719598088.0,Start,37.2
834,Canada,List of 1993 Canadian incumbents,720131548.0,Start,37.2
835,Canada,List of 1989 Canadian incumbents,720131554.0,Start,37.2
836,Canada,List of 1988 Canadian incumbents,720131559.0,Start,37.2
837,Canada,List of 2008 Canadian incumbents,720133136.0,Start,37.2
838,Canada,John Judah Glass,720256444.0,Start,37.2
839,Canada,List of 1867 Canadian incumbents,721006116.0,Stub,37.2
840,Canada,Lazarus Phillips,721093245.0,Start,37.2
841,Canada,Samuel Hume Blake,721792566.0,Stub,37.2
842,Canada,Gilles Houde,722043055.0,Stub,37.2
843,Canada,Brenda Paris,723148572.0,C,37.2
844,Canada,Henry Judah,723249393.0,Stub,37.2
845,Canada,Rupert Bartlett,723252411.0,Stub,37.2
846,Canada,Peter Bercovitch,723253555.0,Start,37.2
847,Canada,Maurice Hartt,723253656.0,Start,37.2
848,Canada,Jerome Dinn,723271862.0,Stub,37.2
849,Canada,René Matteau,723308478.0,Stub,37.2
850,Canada,Tom Hickey (politician),723348093.0,Start,37.2
851,Canada,Myles Murray,723377038.0,Stub,37.2
852,Canada,Frederick Langdon Hubbard,723694660.0,Stub,37.2
853,Canada,Stephen Wallace (public servant),724068863.0,Stub,37.2
854,Canada,Harry Blank,724678615.0,Start,37.2
855,Canada,Hubert Kitchen,725395350.0,Stub,37.2
856,Canada,Uriah Strickland,725401345.0,Stub,37.2
857,Canada,Aubrey Gover,725401404.0,Stub,37.2
858,Canada,Alec Moores,725403647.0,Stub,37.2
859,Canada,Eugene Hiscock,725404809.0,Stub,37.2
860,Canada,H.R.V. Earle,725409378.0,Stub,37.2
861,Canada,Glenn Tobin,725417107.0,Stub,37.2
862,Canada,W. George Cross,726662002.0,Stub,37.2
863,Canada,François Beaulieu II,728457018.0,C,37.2
864,Canada,Alexander Macdonell of Greenfield,729104207.0,Stub,37.2
865,Canada,Steve Owens (politician),729767652.0,Start,37.2
866,Canada,Howard McCurdy,730002481.0,Start,37.2
867,Canada,Jeremy Akerman,730706462.0,C,37.2
868,Canada,Office-holders of Canada,730830430.0,Start,37.2
869,Canada,Louis Singer,733451024.0,Start,37.2
870,Canada,Edward Whelan (Canadian politician),734484063.0,Start,37.2
871,Canada,Wilfred McDonald,734799659.0,Start,37.2
872,Canada,Kevin Parsons Sr.,735721150.0,Stub,37.2
873,Canada,Hugh Twomey,735809835.0,Start,37.2
874,Canada,Alexander Grant Dallas,736826045.0,Stub,37.2
875,Canada,John L. Brown (Ontario politician),737118230.0,Stub,37.2
876,Canada,Jean Baptiste Wilkie,738242188.0,Start,37.2
877,Canada,Stanley Hall (politician),738943928.0,Stub,37.2
878,Canada,Samuel Genest,739134923.0,Start,37.2
879,Canada,David Berger (Canadian politician),740276158.0,Start,37.2
880,Canada,David Rotenberg,740276869.0,C,37.2
881,Canada,Aubrey Senior,740441527.0,Stub,37.2
882,Canada,Neil Fraser (civil servant),740482412.0,Stub,37.2
883,Canada,Thomas McKay (Northwest Territories politician),740863576.0,Start,37.2
884,Canada,Peter Fraser (Northwest Territories politician),740863717.0,Stub,37.2
885,Canada,Ron Ghitter,741266718.0,Start,37.2
886,Canada,Esau Schafer,742618365.0,Stub,37.2
887,Canada,Michael S. Martin,742989409.0,Stub,37.2
888,Canada,Wayne Jim,743342114.0,Stub,37.2
889,Canada,William Angus Dickson,743352732.0,Stub,37.2
890,Canada,James Laxer,743802406.0,Start,37.2
891,Canada,Robert Duncan Wilmot,743934426.0,Start,37.2
892,Canada,William Steeves,744260793.0,Start,37.2
893,Canada,List of Canadian ministries,744493549.0,Start,37.2
894,Canada,John Hamilton Gray (New Brunswick politician),744724453.0,Start,37.2
895,Canada,Lawrence Armstrong,744726413.0,Start,37.2
896,Canada,Peter Mitchell (politician),744887895.0,Start,37.2
897,Canada,George Benjamin (Orangeman),745111909.0,Start,37.2
898,Canada,Jean Alfred,745448033.0,Start,37.2
899,Canada,Moe Mantha Sr.,745453138.0,Start,37.2
900,Canada,Samuel Factor (Canadian politician),745678622.0,Start,37.2
901,Canada,Leon Crestohl,746467178.0,Start,37.2
